Username,Review Date,Visit Date,Business,Review Title,Review Text,Rating
Piotrek C,"November 26, 2021",November 2021,Argofageio,Fresh and fantastic atmosphere,"Very good food. Menu is written handmade because some dishes are changing. Always are avaible salads, appetizers and drinks from normal menu. It is advantage because you can be sure that food is fresh. Waiter is helpful and answer for every question.",5.0
Marc-Dustin M,"September 20, 2021",September 2021,Argofageio,"Slow food, good food and really nice service. Eat good food slow!","We ate two times at this wonderful place. Both were special. The chef and his waiter are super special. You really can feel that they have a passion for food and let people experience that eating can something special. Lovely people, great food (and big...More",5.0
murjj,"January 3, 2020",July 2019,Argofageio,Tasty and authentic,"We were staying near this amazing, cozy and small restaurant last summer. We were in Thessaloniki for only a week but that didn't stop us from having dinner at this place twice! Hands down the best food we had during our stay and actually one...More",5.0
O7600GKmarias,"January 20, 2020",December 2019,Argofageio,Hem borta från hemma,Great place to visit for some original greek food in very very reasonable prices. Everything is locally sourced and cooked on the day. The owner was very friendly and as it was my first meal in Greece after coming back he made sure it was...More,5.0
Cocos33,"June 14, 2021",June 2021,Argofageio,Disappointed!,"We made all the way to this place because if its great reviews, however, the experience was rather disappointing. the starters were ok though nothing unusual. the mains, two meat dishes were very disappointing, taste as well as quality of the meat were mediocre if...More",2.0
Tasos V,"July 18, 2021",July 2021,Argofageio,Excellent food,The food and the service was excellent. The chef knows to create a dish that you will remember for a long time. That's because in this restaurant you will find three very important things good materials experience and creativity. So don't think about it and...More,5.0
Ali Can T,"November 22, 2020",December 2019,Argofageio,A hidden gem!,"This is a small hidden gem within Thessaloniki center. The owner gets his ingredients from different parts of Greece, changes the menu frequently and innovates new recipes. He prepared a table for us, every single dish was out of this world. He is so passionate...More",5.0
Eaggelou90,"June 15, 2021",June 2021,Argofageio,small haven in the heart of Thessaloniki,"Whenever I am in Thessaloniki center, I love to stop by argofageio- the food is always exceptional, with always something new and different on the menu, but keeping the traditional vibe. Also there is always a large list of fine wine and beers to pair...More",5.0
Q7262ISmarekm,"September 29, 2020",September 2020,Argofageio,Fantastic place - Fantastyczne miejsce,"We have been there twice and each time we had the opportunity to try very tasty Greek food. Fantastic atmosphere. The host, the chefs will not let you order typical dishes that everyone associates with Greece, such as soufflés or moussaka - such dishes can...More",5.0
Eaggelou90,"September 18, 2020",September 2020,Argofageio,Favorite place to eat in Thessaloniki,"This small restaurant in central Thessaloniki has a large variety of excellent and unique dishes to try. Very affordable prices and a large selection of Greek wine and beers to pair with your food. The service is very quick and friendly, also must note how...More",5.0
petertsoukkas,"September 18, 2020",September 2020,Argofageio,An amazing place to eat. The,"An amazing place to eat. The owner, waiter and chef are both lovely. The food is delicious, honest and cooked with confidence. The ingredients are fresh and used together to make original authentic Greek food. I would highly recommend to anyone who wants to try authentic Greek food that steps away from boring stereotypes.",5.0
Mirjam0000Thoidiou,"June 12, 2020",June 2020,Argofageio,Great places great tastes,"For my job I have to discover constantly new places in Thessaloniki. After a recommendation of my guest ,I decided to take a look at this restaurant and believe me I was Lucky surprised by the great delicious excellent original taste of the several disches...More",5.0
R-R2025,"February 2, 2020",January 2020,Argofageio,Wonderful,"Great food, excellent wine and amazing value for money. If you can get a table, take it ! We had starters and mains and they were excellent - lovely stuffed vine leaves and a special 'bacon and eggs' which was amazingly spicy and flavoursome. Four...More",5.0
Θεοδώρα Χ,"January 18, 2020",January 2020,Argofageio,Still on the top of my list!,"After 1,5 year the place is still amazing! Same relaxing and friendly environment, same cosy place but even better dishes on the fixed menu and on a la carte menu. This time we tasted even better traditional Greek food from chef Giannis that remind me...More",5.0
b_ilic981,"February 9, 2020",February 2020,Argofageio,Excellent in every way,"Perfect food. True greek tavern experience. I would suggest to start with fried olives and ""house"" white wine...every later food choise is the right one. Will go there again for our next Thessaloniki visit.",5.0
nekmel,"September 5, 2021",September 2021,Argofageio,If you want to live the greek experience you need to visit this tavern.,Best greek tavern I have ever visited. Every plate was a pleasant surprise. Every bite tasted like a bite from god's plate. That's all I can say. Cheers to Giannis the chef who you blindly trust by the time you see him and Nikos the...More,5.0
Mkhn29Ji,"September 20, 2020",September 2020,Argofageio,We went twice because it was so good,We had only two days in Thessaloniki and we love to eat as much as we can at different restaurants. The first night we went here and decided to come back because it was so good. Highly recommended. Service and food are exceptional good.,5.0
Dreamer08125969147,"December 20, 2020",October 2020,Argofageio,Excellent traditional greek restaurant,"Small, clean and friendly, traditional Greek restaurant with great dishes and super friendly service. The cook came twice and asked if everything was ok. My partner paid but the prices were excellent, at least from what I could see on the menu. Would definitely visit...More",5.0
theod667,"May 22, 2022",May 2022,Argofageio,A hidden jem!,This was by far the best experience in Thessaloniki. Food is delicious and the staff is incredibly friendly. We came for dinner and again for lunch. It is a hidden jem for sure. Do not miss it if you want to try authentic local food.More,5.0
shannenlfoodie,"June 9, 2022",June 2022,Argofageio,Must vist!,"Food was so delicious and such a lovely little restaurant. The service was excellent snd super friendly, he even told us a bit more about the culture of Thessaloniki. Would 100% recommend this place for authentic Greek food.",5.0
clivetucks,"July 18, 2022",July 2022,Argofageio,Local Greek excellence!,We had the best meal of our stay; food and service exceptional in a tiny charming and authentic Greek restaurant. Nikos was a fantastic host and the food and chef equally amazing. Simply a must visit if you’re in Thessaloniki!,5.0
Laurel1959,"November 3, 2022",November 2022,Argofageio,Great little taverna!,We were lucky enough to come across this delightful little restaurant on our first night. Weve been 4 times this week and will definitely visit again before we leave. Friendly service reasonable prices and tasty food.More,5.0
H4113ZA_,"July 16, 2021",July 2021,Argofageio,Great food,"We've visited the restaurant during our summer holiday in Thessaloniki. Overall, we had a good experience. The food was very nice and there was a huge gamma of plates to choose from. Would highly recommend to anyone looking for tasty greek food.",5.0
StevanDim,"September 19, 2021",September 2021,Argofageio,Feel like at home,"For this high rating you would expect something… well… touristy? But you are wrong - perfect place where you feel that you arrived back home, in your Thessaloniki. Great experience, not only food but people that are catering to guests here. Would definitely recommend for...More",5.0
charlesk418,"September 20, 2019",September 2019,Argofageio,Why is this rated so high?,Outside was a guy sitting to drink ouzo and chain smoking. We had the windowseat so he was our view. He started sbouting through the window. At first we thought he was a homeless. Dressed poor. No teeth. He apparently was involved cause he was...More,2.0
